,date,state,indians,foreigns,cured,deaths,confirmed
1820,2020-05-11,6,,,21,0,42
1821,2020-05-11,21,,,1676,215,3614
1822,2020-05-11,9,,,4199,832,22171
1823,2020-05-11,23,,,2,0,2
1824,2020-05-11,33,,,10,1,13
1825,2020-05-11,24,,,1,0,1
1826,2020-05-11,14,,,68,3,377
1827,2020-05-11,15,,,6,0,9
1828,2020-05-11,10,,,166,31,1823
1829,2020-05-11,3,,,2176,107,3814
1830,2020-05-11,7,,,1959,47,7204
1831,2020-05-11,1,,,750,30,1196
1832,2020-05-11,31,,,2,0,150
1833,2020-05-11,13,,,46,1,68
1834,2020-05-11,4,,,1653,74,3467
1835,2020-05-11,16,,,417,185,1939
1836,2020-05-12,25,,,33,0,33
1837,2020-05-12,12,,,975,45,2018
1838,2020-05-12,30,,,1,0,1
1839,2020-05-12,28,,,34,2,65
1840,2020-05-12,22,,,377,6,747
1841,2020-05-12,18,,,24,2,174
1842,2020-05-12,17,,,53,0,59
1843,2020-05-12,34,,,0,0,1
1844,2020-05-12,2,,,2129,73,7233
1845,2020-05-12,26,,,7,0,7
1846,2020-05-12,19,,,2780,513,8541
1847,2020-05-12,5,,,337,11,730
1848,2020-05-12,20,,,39,2,59
1849,2020-05-12,11,,,427,10,879
1850,2020-05-12,29,,,78,3,160
1851,2020-05-12,8,,,426,31,862
1852,2020-05-12,0,,,489,4,519
1853,2020-05-12,6,,,21,0,42
1854,2020-05-12,21,,,1747,221,3785
1855,2020-05-12,9,,,4786,868,23401
1856,2020-05-12,23,,,2,0,2
1857,2020-05-12,33,,,10,1,13
1858,2020-05-12,24,,,1,0,1
1859,2020-05-12,14,,,85,3,414
1860,2020-05-12,15,,,6,0,12
1861,2020-05-12,10,,,168,31,1877
1862,2020-05-12,3,,,2264,113,3988
1863,2020-05-12,7,,,2051,53,8002
1864,2020-05-12,1,,,800,30,1275
1865,2020-05-12,31,,,2,0,152
1866,2020-05-12,13,,,46,1,68
1867,2020-05-12,4,,,1758,80,3573
1868,2020-05-12,16,,,499,190,2063
1869,2020-05-13,25,,,33,0,33
1870,2020-05-13,12,,,1056,46,2090
1871,2020-05-13,30,,,1,0,1
1872,2020-05-13,28,,,39,2,65
1873,2020-05-13,22,,,383,6,831
1874,2020-05-13,18,,,28,3,187
1875,2020-05-13,17,,,54,0,59
1876,2020-05-13,34,,,0,0,1
1877,2020-05-13,2,,,2512,86,7639
1878,2020-05-13,26,,,7,0,7
1879,2020-05-13,19,,,3246,537,8903
1880,2020-05-13,5,,,342,11,780
1881,2020-05-13,20,,,39,2,65
1882,2020-05-13,11,,,455,10,934
1883,2020-05-13,29,,,79,3,172
1884,2020-05-13,8,,,433,31,925
1885,2020-05-13,0,,,489,4,524
1886,2020-05-13,6,,,21,0,42
1887,2020-05-13,21,,,1860,225,3986
1888,2020-05-13,9,,,5125,921,24427
1889,2020-05-13,23,,,2,0,2
1890,2020-05-13,33,,,10,1,13
1891,2020-05-13,24,,,1,0,1
1892,2020-05-13,14,,,116,3,437
1893,2020-05-13,15,,,9,1,13
1894,2020-05-13,10,,,171,32,1914
1895,2020-05-13,3,,,2378,117,4126
1896,2020-05-13,7,,,2134,61,8718
1897,2020-05-13,1,,,830,32,1326
1898,2020-05-13,31,,,2,0,154
1899,2020-05-13,13,,,46,1,69
1900,2020-05-13,4,,,1873,82,3664
1901,2020-05-13,16,,,612,198,2173
1902,2020-05-14,25,,,33,0,33
1903,2020-05-14,12,,,1142,47,2137
1904,2020-05-14,30,,,1,0,1
1905,2020-05-14,28,,,39,2,80
1906,2020-05-14,22,,,388,7,940
1907,2020-05-14,18,,,28,3,187
1908,2020-05-14,17,,,55,0,59
1909,2020-05-14,34,,,0,0,1
1910,2020-05-14,2,,,2858,106,7998
1911,2020-05-14,26,,,7,0,7
1912,2020-05-14,19,,,3562,566,9267
1913,2020-05-14,5,,,418,11,793
1914,2020-05-14,20,,,39,2,66
1915,2020-05-14,11,,,466,11,971
1916,2020-05-14,29,,,79,3,173
1917,2020-05-14,8,,,451,33,959
1918,2020-05-14,0,,,490,4,534
1919,2020-05-14,6,,,22,0,43
1920,2020-05-14,21,,,2004,232,4173
1921,2020-05-14,9,,,5547,975,25922
1922,2020-05-14,23,,,2,0,2
1923,2020-05-14,33,,,10,1,13
1924,2020-05-14,24,,,1,0,1
1925,2020-05-14,14,,,143,3,538
1926,2020-05-14,15,,,9,1,13
1927,2020-05-14,10,,,200,32,1924
1928,2020-05-14,3,,,2459,121,4328
1929,2020-05-14,7,,,2176,64,9227
1930,2020-05-14,1,,,940,34,1367
1931,2020-05-14,31,,,16,0,155
1932,2020-05-14,13,,,46,1,72
1933,2020-05-14,4,,,1902,83,3729
1934,2020-05-14,16,,,702,207,2290
1935,2020-05-15,25,,,33,0,33
1936,2020-05-15,12,,,1192,48,2205
1937,2020-05-15,30,,,1,0,1
1938,2020-05-15,28,,,39,2,87
1939,2020-05-15,22,,,411,7,994
1940,2020-05-15,18,,,37,3,191
1941,2020-05-15,17,,,56,0,60
1942,2020-05-15,34,,,0,0,1
1943,2020-05-15,2,,,3045,115,8470
1944,2020-05-15,26,,,7,0,14
1945,2020-05-15,19,,,3753,586,9591
1946,2020-05-15,5,,,439,11,818
1947,2020-05-15,20,,,39,2,74
1948,2020-05-15,11,,,485,11,983
1949,2020-05-15,29,,,87,3,197
1950,2020-05-15,8,,,460,35,987
1951,2020-05-15,0,,,491,4,560
1952,2020-05-15,6,,,22,0,43
1953,2020-05-15,21,,,2171,237,4426
1954,2020-05-15,9,,,6059,1019,27524
1955,2020-05-15,23,,,2,0,3
1956,2020-05-15,33,,,11,1,13
1957,2020-05-15,24,,,1,0,1
1958,2020-05-15,14,,,158,3,611
1959,2020-05-15,15,,,9,1,13
1960,2020-05-15,10,,,223,32,1935
1961,2020-05-15,3,,,2580,125,4534
1962,2020-05-15,7,,,2240,66,9674
1963,2020-05-15,1,,,950,34,1414
1964,2020-05-15,31,,,29,0,156
1965,2020-05-15,13,,,50,1,78
1966,2020-05-15,4,,,2072,88,3902
1967,2020-05-15,16,,,768,215,2377
1968,2020-05-16,25,,,33,0,33
1969,2020-05-16,12,,,1252,48,2307
1970,2020-05-16,30,,,1,0,1
1971,2020-05-16,28,,,41,2,90
1972,2020-05-16,22,,,438,7,1018
1973,2020-05-16,18,,,37,3,191
1974,2020-05-16,17,,,56,0,66
1975,2020-05-16,34,,,0,0,1
1976,2020-05-16,2,,,3518,123,8895
1977,2020-05-16,26,,,7,0,15
1978,2020-05-16,19,,,4035,606,9931
1979,2020-05-16,5,,,439,11,818
1980,2020-05-16,20,,,39,3,76
1981,2020-05-16,11,,,513,11,1013
1982,2020-05-16,29,,,87,3,203
1983,2020-05-16,8,,,480,36,1056
1984,2020-05-16,0,,,492,4,576
1985,2020-05-16,6,,,22,0,43
1986,2020-05-16,21,,,2283,239,4595
1987,2020-05-16,9,,,6564,1068,29100
1988,2020-05-16,23,,,2,0,3
1989,2020-05-16,33,,,11,1,13
1990,2020-05-16,24,,,1,0,1
1991,2020-05-16,14,,,166,3,672
1992,2020-05-16,15,,,9,1,13
1993,2020-05-16,10,,,305,32,1935
1994,2020-05-16,3,,,2677,125,4727
1995,2020-05-16,7,,,2599,71,10108
1996,2020-05-16,1,,,959,34,1454
1997,2020-05-16,31,,,42,0,156
1998,2020-05-16,13,,,51,1,82
1999,2020-05-16,4,,,2165,95,4057
2000,2020-05-16,16,,,829,225,2461
2001,2020-05-17,25,,,33,0,33
2002,2020-05-17,12,,,1353,49,2355
2003,2020-05-17,30,,,1,0,1
2004,2020-05-17,28,,,41,2,92
2005,2020-05-17,22,,,453,7,1179
2006,2020-05-17,18,,,51,3,191
2007,2020-05-17,17,,,56,0,67
2008,2020-05-17,34,,,0,0,1
2009,2020-05-17,2,,,3926,129,9333
2010,2020-05-17,26,,,7,0,17
2011,2020-05-17,19,,,4308,625,10988
2012,2020-05-17,5,,,514,13,887
2013,2020-05-17,20,,,43,3,78
2014,2020-05-17,11,,,542,12,1121
2015,2020-05-17,29,,,113,3,217
2016,2020-05-17,8,,,496,36,1092
2017,2020-05-17,0,,,495,4,587
2018,2020-05-17,6,,,22,0,43
2019,2020-05-17,21,,,2315,243,4789
2020,2020-05-17,9,,,7088,1135,30706
2021,2020-05-17,23,,,2,0,7
2022,2020-05-17,33,,,11,1,13
2023,2020-05-17,24,,,1,0,1
2024,2020-05-17,14,,,196,3,737
2025,2020-05-17,15,,,9,1,13
2026,2020-05-17,10,,,1257,32,1946
2027,2020-05-17,3,,,2839,126,4960
2028,2020-05-17,7,,,3538,74,10585
2029,2020-05-17,1,,,971,34,1509
2030,2020-05-17,31,,,64,0,167
2031,2020-05-17,13,,,51,1,88
2032,2020-05-17,4,,,2441,104,4258
2033,2020-05-17,16,,,872,232,2576
2034,2020-05-18,25,,,33,0,33
2035,2020-05-18,12,,,1456,50,2407
2036,2020-05-18,30,,,1,0,1
2037,2020-05-18,28,,,41,2,101
2038,2020-05-18,22,,,475,8,1262
2039,2020-05-18,18,,,51,3,191
2040,2020-05-18,17,,,59,0,86
2041,2020-05-18,34,,,0,0,1
2042,2020-05-18,2,,,4485,160,10054
2043,2020-05-18,26,,,7,0,29
2044,2020-05-18,19,,,4499,659,11379
2045,2020-05-18,5,,,562,14,910
2046,2020-05-18,20,,,44,3,80
2047,2020-05-18,11,,,575,13,1183
2048,2020-05-18,29,,,113,3,223
2049,2020-05-18,8,,,509,37,1147
2050,2020-05-18,0,,,497,4,601
2051,2020-05-18,6,,,24,0,43
2052,2020-05-18,21,,,2403,248,4977
2053,2020-05-18,9,,,7688,1198,33053
2054,2020-05-18,23,,,2,0,7
2055,2020-05-18,33,,,11,1,13
2056,2020-05-18,24,,,1,0,1
2057,2020-05-18,14,,,220,4,828
2058,2020-05-18,15,,,9,1,13
2059,2020-05-18,10,,,1366,35,1964
2060,2020-05-18,3,,,2992,131,5202
2061,2020-05-18,7,,,4172,78,11224
2062,2020-05-18,1,,,992,34,1551
2063,2020-05-18,31,,,85,0,167
2064,2020-05-18,13,,,52,1,92
2065,2020-05-18,4,,,2441,104,4259
2066,2020-05-18,16,,,959,238,2677
2067,2020-05-19,25,,,33,0,33
2068,2020-05-19,12,,,1552,50,2474
2069,2020-05-19,30,,,1,0,1
2070,2020-05-19,28,,,41,2,107
2071,2020-05-19,22,,,494,9,1391
2072,2020-05-19,18,,,54,3,196
2073,2020-05-19,17,,,59,0,93
2074,2020-05-19,34,,,0,0,1
2075,2020-05-19,2,,,4485,168,10054
2076,2020-05-19,26,,,7,0,38
2077,2020-05-19,19,,,4804,694,11745
2078,2020-05-19,5,,,598,14,928
2079,2020-05-19,20,,,44,3,90
2080,2020-05-19,11,,,609,15,1289
2081,2020-05-19,29,,,113,3,223
2082,2020-05-19,8,,,530,37,1246
2083,2020-05-19,0,,,497,4,630
2084,2020-05-19,6,,,41,0,43
2085,2020-05-19,21,,,2435,252,5236
2086,2020-05-19,9,,,8437,1249,35058
2087,2020-05-19,23,,,2,0,7
2088,2020-05-19,33,,,11,1,13
2089,2020-05-19,24,,,1,0,1
2090,2020-05-19,14,,,220,4,876
2091,2020-05-19,15,,,9,1,18
2092,2020-05-19,10,,,1547,37,1980
2093,2020-05-19,3,,,3218,138,5507
2094,2020-05-19,7,,,4406,81,11760
2095,2020-05-19,1,,,1000,35,1597
2096,2020-05-19,31,,,85,0,167
2097,2020-05-19,13,,,52,1,93
2098,2020-05-19,4,,,2783,118,4605
2099,2020-05-19,16,,,1006,244,2825
2100,2020-05-20,25,,,33,0,33
2101,2020-05-20,12,,,1621,52,2532
2102,2020-05-20,30,,,1,0,1
2103,2020-05-20,28,,,41,4,142
2104,2020-05-20,22,,,534,9,1498
2105,2020-05-20,18,,,57,3,200
2106,2020-05-20,17,,,59,0,101
2107,2020-05-20,34,,,0,0,1
2108,2020-05-20,2,,,4750,168,10554
2109,2020-05-20,26,,,7,0,46
2110,2020-05-20,19,,,5043,719,12140
2111,2020-05-20,5,,,627,14,964
2112,2020-05-20,20,,,47,3,92
2113,2020-05-20,11,,,653,17,1317
2114,2020-05-20,29,,,127,3,231
2115,2020-05-20,8,,,544,40,1397
2116,2020-05-20,0,,,497,4,642
2117,2020-05-20,6,,,43,0,43
2118,2020-05-20,21,,,2630,258,5465
2119,2020-05-20,9,,,9639,1325,37136
2120,2020-05-20,23,,,2,0,9
2121,2020-05-20,33,,,12,1,13
2122,2020-05-20,24,,,1,0,1
2123,2020-05-20,14,,,277,5,978
2124,2020-05-20,15,,,9,1,18
2125,2020-05-20,10,,,1642,38,2002
2126,2020-05-20,3,,,3337,143,5845
2127,2020-05-20,7,,,4895,84,12448
2128,2020-05-20,1,,,1010,38,1634
2129,2020-05-20,31,,,116,0,173
2130,2020-05-20,13,,,52,1,111
2131,2020-05-20,4,,,2918,123,4926
2132,2020-05-20,16,,,1074,250,2961
2133,2020-05-20,35,,,0,0,1096
2134,2020-05-21,25,,,33,0,33
2135,2020-05-21,12,,,1640,53,2602
2136,2020-05-21,30,,,1,0,1
2137,2020-05-21,28,,,48,4,170
2138,2020-05-21,22,,,571,10,1674
2139,2020-05-21,18,,,57,3,202
2140,2020-05-21,17,,,59,0,115
2141,2020-05-21,34,,,0,0,1
2142,2020-05-21,2,,,5192,176,11088
2143,2020-05-21,26,,,7,0,50
2144,2020-05-21,19,,,5219,749,12537
2145,2020-05-21,5,,,648,14,993
2146,2020-05-21,20,,,54,3,110
2147,2020-05-21,11,,,678,18,1390
2148,2020-05-21,29,,,127,3,231
2149,2020-05-21,8,,,556,41,1462
2150,2020-05-21,0,,,502,4,666
2151,2020-05-21,6,,,43,0,44
2152,2020-05-21,21,,,2733,267,5735
2153,2020-05-21,9,,,10318,1390,39297
2154,2020-05-21,23,,,2,0,25
2155,2020-05-21,33,,,12,1,14
2156,2020-05-21,24,,,1,0,1
2157,2020-05-21,14,,,307,6,1052
2158,2020-05-21,15,,,9,0,18
2159,2020-05-21,10,,,1794,38,2005
2160,2020-05-21,3,,,3404,147,6015
2161,2020-05-21,7,,,5882,87,13191
2162,2020-05-21,1,,,1015,40,1661
2163,2020-05-21,31,,,133,0,173
2164,2020-05-21,13,,,53,1,122
2165,2020-05-21,4,,,3066,127,5175
2166,2020-05-21,16,,,1136,253,3103
2167,2020-05-21,35,,,0,0,1403
2168,2020-05-22,25,,,33,0,33
2169,2020-05-22,12,,,1709,53,2647
2170,2020-05-22,30,,,1,0,1
2171,2020-05-22,28,,,54,4,203
2172,2020-05-22,22,,,593,11,1982
2173,2020-05-22,18,,,139,3,217
2174,2020-05-22,17,,,59,0,128
2175,2020-05-22,34,,,0,0,1
2176,2020-05-22,2,,,5567,194,11659
2177,2020-05-22,26,,,7,0,52
2178,2020-05-22,19,,,5488,773,12905
2179,2020-05-22,5,,,681,15,1031
2180,2020-05-22,20,,,59,3,152
2181,2020-05-22,11,,,684,20,1449
2182,2020-05-22,29,,,129,3,290
2183,2020-05-22,8,,,571,41,1605
2184,2020-05-22,0,,,510,4,690
2185,2020-05-22,6,,,43,0,44
2186,2020-05-22,21,,,2843,270,5981
2187,2020-05-22,9,,,11726,1454,41642
2188,2020-05-22,23,,,2,0,25
2189,2020-05-22,33,,,12,1,14
2190,2020-05-22,24,,,1,0,1
2191,2020-05-22,14,,,393,7,1103
2192,2020-05-22,15,,,10,0,20
2193,2020-05-22,10,,,1819,39,2028
2194,2020-05-22,3,,,3485,151,6227
2195,2020-05-22,7,,,6282,94,13967
2196,2020-05-22,1,,,1035,45,1699
2197,2020-05-22,31,,,148,0,173
2198,2020-05-22,13,,,54,1,146
2199,2020-05-22,4,,,3204,138,5515
2200,2020-05-22,16,,,1193,259,3197
2201,2020-05-22,35,,,0,0,1620
2202,2020-05-23,25,,,33,0,33
2203,2020-05-23,12,,,1763,55,2709
2204,2020-05-23,30,,,1,0,1
2205,2020-05-23,28,,,54,4,259
2206,2020-05-23,22,,,629,11,2177
2207,2020-05-23,18,,,178,3,218
2208,2020-05-23,17,,,62,0,172
2209,2020-05-23,34,,,0,0,1
2210,2020-05-23,2,,,5897,208,12319
2211,2020-05-23,26,,,16,0,54
2212,2020-05-23,19,,,5880,802,13268
2213,2020-05-23,5,,,706,16,1067
2214,2020-05-23,20,,,59,3,168
2215,2020-05-23,11,,,720,20,1489
2216,2020-05-23,29,,,136,3,308
2217,2020-05-23,8,,,597,41,1743
2218,2020-05-23,0,,,512,4,732
2219,2020-05-23,6,,,43,0,44
2220,2020-05-23,21,,,3089,272,6170
2221,2020-05-23,9,,,12583,1517,44582
2222,2020-05-23,23,,,2,0,26
2223,2020-05-23,33,,,12,1,14
2224,2020-05-23,24,,,1,0,1
2225,2020-05-23,14,,,436,7,1189
2226,2020-05-23,15,,,10,0,26
2227,2020-05-23,10,,,1847,39,2029
2228,2020-05-23,3,,,3680,153,6494
2229,2020-05-23,7,,,7128,98,14753
2230,2020-05-23,1,,,1043,45,1761
2231,2020-05-23,31,,,152,0,175
2232,2020-05-23,13,,,56,1,153
2233,2020-05-23,4,,,3238,152,5735
2234,2020-05-23,16,,,1221,265,3332
2235,2020-05-23,35,,,0,0,1899
2236,2020-05-24,25,,,33,0,33
2237,2020-05-24,12,,,1809,56,2757
2238,2020-05-24,30,,,1,0,1
2239,2020-05-24,28,,,55,4,329
2240,2020-05-24,22,,,653,11,2380
2241,2020-05-24,18,,,179,3,225
2242,2020-05-24,17,,,64,0,214
2243,2020-05-24,34,,,0,0,2
2244,2020-05-24,2,,,6267,231,12910
2245,2020-05-24,26,,,16,0,55
2246,2020-05-24,19,,,6169,829,13664
2247,2020-05-24,5,,,750,16,1131
2248,2020-05-24,20,,,61,3,185
2249,2020-05-24,11,,,774,21,1569
2250,2020-05-24,29,,,141,4,350
2251,2020-05-24,8,,,608,42,1959
2252,2020-05-24,0,,,515,4,795
2253,2020-05-24,6,,,43,0,49
2254,2020-05-24,21,,,3267,281,6371
2255,2020-05-24,9,,,13404,1577,47190
2256,2020-05-24,23,,,4,0,29
2257,2020-05-24,33,,,12,1,14
2258,2020-05-24,24,,,1,0,1
2259,2020-05-24,14,,,497,7,1269
2260,2020-05-24,15,,,10,0,26
2261,2020-05-24,10,,,1870,39,2045
2262,2020-05-24,3,,,3786,160,6742
2263,2020-05-24,36,,,0,0,1
2264,2020-05-24,7,,,7491,103,15512
2265,2020-05-24,1,,,1065,49,1813
2266,2020-05-24,31,,,153,0,189
2267,2020-05-24,13,,,56,2,244
2268,2020-05-24,4,,,3406,155,6017
2269,2020-05-24,16,,,1281,269,3459
2270,2020-05-24,35,,,0,0,2338
2271,2020-05-25,25,,,33,0,33
2272,2020-05-25,12,,,1856,56,2823
2273,2020-05-25,30,,,1,0,1
2274,2020-05-25,28,,,55,4,378
2275,2020-05-25,22,,,702,13,2587
2276,2020-05-25,18,,,186,3,238
2277,2020-05-25,17,,,67,0,252
2278,2020-05-25,34,,,0,0,2
2279,2020-05-25,2,,,6540,261,13418
2280,2020-05-25,26,,,19,0,66
2281,2020-05-25,19,,,6412,858,14056
2282,2020-05-25,5,,,765,16,1184
2283,2020-05-25,20,,,63,3,203
2284,2020-05-25,11,,,809,21,1621
2285,2020-05-25,29,,,148,4,370
2286,2020-05-25,8,,,654,42,2089
2287,2020-05-25,0,,,521,4,847
2288,2020-05-25,6,,,43,0,52
2289,2020-05-25,21,,,3408,290,6665
2290,2020-05-25,9,,,14600,1635,50231
2291,2020-05-25,23,,,4,0,32
2292,2020-05-25,33,,,12,1,14
2293,2020-05-25,24,,,1,0,1
2294,2020-05-25,14,,,550,7,1336
2295,2020-05-25,15,,,12,0,41
2296,2020-05-25,10,,,1898,40,2060
2297,2020-05-25,3,,,3848,163,7028
2298,2020-05-25,36,,,0,0,1
2299,2020-05-25,7,,,8324,111,16277
2300,2020-05-25,1,,,1090,53,1854
2301,2020-05-25,31,,,165,0,191
2302,2020-05-25,13,,,58,3,317
2303,2020-05-25,4,,,3538,161,6268
2304,2020-05-25,16,,,1339,272,3667
2305,2020-05-25,35,,,0,0,2642
2306,2020-05-26,25,,,33,0,33
2307,2020-05-26,12,,,1896,56,3110
2308,2020-05-26,30,,,1,0,2
2309,2020-05-26,28,,,62,4,526
2310,2020-05-26,22,,,749,13,2730
2311,2020-05-26,18,,,186,3,238
2312,2020-05-26,17,,,72,0,291
2313,2020-05-26,34,,,0,0,2
2314,2020-05-26,2,,,6771,276,14053
2315,2020-05-26,26,,,19,0,67
2316,2020-05-26,19,,,6636,888,14460
2317,2020-05-26,5,,,765,16,1184
2318,2020-05-26,20,,,67,5,223
2319,2020-05-26,11,,,809,23,1668
2320,2020-05-26,29,,,148,4,377
2321,2020-05-26,8,,,705,44,2182
2322,2020-05-26,0,,,532,5,896
2323,2020-05-26,6,,,43,0,52
2324,2020-05-26,21,,,3571,300,6859
2325,2020-05-26,9,,,15786,1695,52667
2326,2020-05-26,23,,,4,0,39
2327,2020-05-26,33,,,12,1,14
2328,2020-05-26,24,,,1,0,1
2329,2020-05-26,32,,,0,0,3
2330,2020-05-26,14,,,649,7,1438
2331,2020-05-26,15,,,12,0,41
2332,2020-05-26,10,,,1898,40,2060
2333,2020-05-26,3,,,3951,167,7300
2334,2020-05-26,36,,,0,0,1
2335,2020-05-26,7,,,8731,118,17082
2336,2020-05-26,1,,,1164,56,1920
2337,2020-05-26,31,,,165,0,194
2338,2020-05-26,13,,,58,3,349
2339,2020-05-26,4,,,3581,165,6532
2340,2020-05-26,16,,,1414,278,3816
2341,2020-05-26,35,,,0,0,2970
2342,2020-05-27,25,,,33,0,33
2343,2020-05-27,12,,,2009,57,3171
2344,2020-05-27,30,,,1,0,2
2345,2020-05-27,28,,,62,4,616
2346,2020-05-27,22,,,900,13,2983
2347,2020-05-27,18,,,187,4,266
2348,2020-05-27,17,,,79,0,361
2349,2020-05-27,34,,,0,0,2
2350,2020-05-27,2,,,7223,288,14465
2351,2020-05-27,26,,,28,0,67
2352,2020-05-27,19,,,7139,915,14821
2353,2020-05-27,5,,,824,17,1305
2354,2020-05-27,20,,,67,5,247
2355,2020-05-27,11,,,833,24,1759
2356,2020-05-27,29,,,175,4,426
2357,2020-05-27,8,,,748,44,2283
2358,2020-05-27,0,,,542,6,963
2359,2020-05-27,6,,,43,0,53
2360,2020-05-27,21,,,3689,305,7024
2361,2020-05-27,9,,,16954,1792,54758
2362,2020-05-27,23,,,4,0,39
2363,2020-05-27,33,,,12,1,15
2364,2020-05-27,24,,,1,0,1
2365,2020-05-27,32,,,0,0,4
2366,2020-05-27,14,,,733,7,1517
2367,2020-05-27,15,,,12,0,46
2368,2020-05-27,10,,,1918,40,2106
2369,2020-05-27,3,,,4171,170,7536
2370,2020-05-27,36,,,0,0,1
2371,2020-05-27,7,,,9342,127,17728
2372,2020-05-27,1,,,1284,57,1991
2373,2020-05-27,31,,,165,0,207
2374,2020-05-27,13,,,64,4,401
2375,2020-05-27,4,,,3698,170,6548
2376,2020-05-27,16,,,1486,283,4009
2377,2020-05-27,35,,,0,0,4013
2378,2020-05-28,25,,,33,0,33
2379,2020-05-28,12,,,2057,58,3171
2380,2020-05-28,30,,,1,0,2
2381,2020-05-28,28,,,87,4,781
2382,2020-05-28,22,,,1083,15,3061
2383,2020-05-28,18,,,187,4,279
2384,2020-05-28,17,,,83,0,369
2385,2020-05-28,34,,,0,0,2
2386,2020-05-28,2,,,7264,303,15257
2387,2020-05-28,26,,,37,0,68
2388,2020-05-28,19,,,7549,938,15195
2389,2020-05-28,5,,,838,18,1381
2390,2020-05-28,20,,,70,5,273
2391,2020-05-28,11,,,854,26,1921
2392,2020-05-28,29,,,185,4,448
2393,2020-05-28,8,,,781,47,2418
2394,2020-05-28,0,,,552,7,1004
2395,2020-05-28,6,,,43,0,53
2396,2020-05-28,21,,,3927,313,7261
2397,2020-05-28,9,,,17918,1897,56948
2398,2020-05-28,23,,,4,0,44
2399,2020-05-28,33,,,12,1,20
2400,2020-05-28,24,,,1,0,1
2401,2020-05-28,32,,,0,0,4
2402,2020-05-28,14,,,733,7,1593
2403,2020-05-28,15,,,12,0,46
2404,2020-05-28,10,,,1918,40,2139
2405,2020-05-28,3,,,4457,173,7703
2406,2020-05-28,36,,,0,0,1
2407,2020-05-28,7,,,9909,133,18545
2408,2020-05-28,1,,,1284,63,2098
2409,2020-05-28,31,,,165,0,230
2410,2020-05-28,13,,,79,4,469
2411,2020-05-28,4,,,3991,182,6991
2412,2020-05-28,16,,,1578,289,4192
2413,2020-05-28,35,,,0,0,4332
2414,2020-05-29,25,,,33,0,33
2415,2020-05-29,12,,,2125,59,3251
2416,2020-05-29,30,,,1,0,3
2417,2020-05-29,28,,,104,4,856
2418,2020-05-29,22,,,1211,15,3296
2419,2020-05-29,18,,,189,4,288
2420,2020-05-29,17,,,83,0,399
2421,2020-05-29,34,,,0,0,2
2422,2020-05-29,2,,,7495,316,16281
2423,2020-05-29,26,,,38,0,69
2424,2020-05-29,19,,,8003,960,15562
2425,2020-05-29,5,,,881,19,1504
2426,2020-05-29,20,,,70,5,276
2427,2020-05-29,11,,,859,27,2036
2428,2020-05-29,29,,,212,4,469
2429,2020-05-29,8,,,834,47,2533
2430,2020-05-29,0,,,555,7,1088
2431,2020-05-29,6,,,43,0,73
2432,2020-05-29,21,,,4050,321,7453
2433,2020-05-29,9,,,18616,1982,59546
2434,2020-05-29,23,,,5,0,55
2435,2020-05-29,33,,,12,1,21
2436,2020-05-29,24,,,1,0,1
2437,2020-05-29,32,,,0,0,18
2438,2020-05-29,14,,,887,7,1660
2439,2020-05-29,15,,,14,0,51
2440,2020-05-29,10,,,1946,40,2158
2441,2020-05-29,3,,,4817,180,8067
2442,2020-05-29,36,,,0,0,1
2443,2020-05-29,7,,,10548,145,19372
2444,2020-05-29,1,,,1345,67,2256
2445,2020-05-29,31,,,167,0,242
2446,2020-05-29,13,,,79,4,500
2447,2020-05-29,4,,,4215,197,7170
2448,2020-05-29,16,,,1668,295,4536
2449,2020-05-29,35,,,0,0,4673
2450,2020-05-30,25,,,33,0,33
2451,2020-05-30,12,,,2226,60,3436
2452,2020-05-30,30,,,1,0,3
2453,2020-05-30,28,,,125,4,1024
2454,2020-05-30,22,,,1211,15,3376
2455,2020-05-30,18,,,189,4,289
2456,2020-05-30,17,,,100,1,415
2457,2020-05-30,34,,,0,0,2
2458,2020-05-30,2,,,7846,398,17386
2459,2020-05-30,26,,,41,0,69
2460,2020-05-30,19,,,8611,980,15934
2461,2020-05-30,5,,,940,19,1721
2462,2020-05-30,20,,,87,5,295
2463,2020-05-30,11,,,875,28,2164
2464,2020-05-30,29,,,216,5,511
2465,2020-05-30,8,,,894,48,2781
2466,2020-05-30,0,,,565,8,1150
2467,2020-05-30,6,,,43,0,74
2468,2020-05-30,21,,,4269,334,7645
2469,2020-05-30,9,,,26997,2098,62228
2470,2020-05-30,23,,,8,0,59
2471,2020-05-30,33,,,12,1,27
2472,2020-05-30,24,,,1,0,1
2473,2020-05-30,32,,,0,0,25
2474,2020-05-30,14,,,887,7,1723
2475,2020-05-30,15,,,14,0,51
2476,2020-05-30,10,,,1949,42,2197
2477,2020-05-30,3,,,5244,184,8365
2478,2020-05-30,36,,,0,0,1
2479,2020-05-30,7,,,11313,154,20246
2480,2020-05-30,1,,,1381,71,2425
2481,2020-05-30,31,,,171,0,251
2482,2020-05-30,13,,,102,5,716
2483,2020-05-30,4,,,4244,198,7284
2484,2020-05-30,16,,,1775,302,4813
2485,2020-05-30,35,,,0,0,5043
2486,2020-05-31,25,,,33,0,33
2487,2020-05-31,12,,,2289,60,3569
2488,2020-05-31,30,,,1,0,4
2489,2020-05-31,28,,,163,4,1185
2490,2020-05-31,22,,,1618,20,3636
2491,2020-05-31,18,,,189,4,289
2492,2020-05-31,17,,,102,1,447
